text,intents
flights from indianapolis to seattle,flight
please list flights from atlanta to philly,flight
what are the dinner flights from indianapolis to san diego on wednesday may twelfth,flight
list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,flight
give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,flight
philadelphia to san francisco next week tuesday show the flights,flight
i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible,flight
please show me all one way first class flights from indianapolis to memphis,flight
i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon,flight
please give me evening flights leaving philadelphia to san francisco friday,flight
flights from las vegas to phoenix,flight
i 'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this,flight
show me the flights from san francisco to boston,flight
find the flights from boston to san francisco leaving after 6 pm,flight
show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,flight
what evening flights do you have available from baltimore to philadelphia,flight
i would like a flight from toronto to san diego that stops in kansas city,flight
flights from montreal and phoenix to las vegas arriving at the same time,flight
show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,flight
list all flights from boston to san francisco with at least 3 stops,flight
what 're the cheapest nonstop flights from new york to miami one way,flight
give me a list of airports in baltimore,airport
from denver to baltimore,flight
okay can you tell me the flight cost between denver and atlanta,flight
what airlines fly from new york to milwaukee to los angeles,airline
could you please find me the earliest flight from boston to oakland,flight
what flights go from boston to orlando,flight
before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco,flight
list nonstop flights from houston to dallas which arrive before midnight,flight
show me the airlines between toronto and denver,airline
what is the cheapest flight from boston to san francisco,flight
i 'd like a flight from indianapolis to toronto leaving thursday morning nonstop,flight
san francisco to pittsburgh friday,flight
show me the flights from baltimore to oakland please,flight
which flights are between boston and baltimore washington,flight
could you tell me what the abbreviation us stands for,abbreviation
i want a flight from toronto to montreal that leaves early friday morning,flight
dallas to san francisco leaving after 4 in the afternoon please,flight
flight information between washington and denver on september third,flight
are there any flights from boston to san francisco which stop in washington dc,flight
would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,flight
